institution,credit_code,category,pillar,credit_name,indicator,section,field,value,units,value_numeric,value_type,links
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Narrative listing the institution’s measurable sustainability objectives that address racial equity and/or social justice,"Within the University's Sustainability and Climate Action Plan 2023-28, UCC has committed to align UCC sustainability programme with relevant UCC strategies including Community Engagement, EDI, teaching and learning and research strategies.",,,text_long,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Has the institution adopted one or more measurable sustainability objectives that address administration and/or finance?,Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Narrative listing the institution’s measurable sustainability objectives that address administration and/or finance,"Within the University's Sustainability and Climate Action Plan 2023-28, UCC has committed to: - Continue to be the voice for sustainability when participating in large procurement consortia. - Promote green procurement, better assess its impact, and effectively communicate our best practice more widely. - Ensure UCC’s investment portfolio meets the highest ESG standards.",,,text_long,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.2 Measurable sustainability objectives,,Points earned for indicator PA 2.2,3,,3.0,number,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Has the institution conducted an assessment to identify vulnerabilities and resilience activities related to climate change on campus and in the local community?,No,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Narrative and/or website URL providing an overview of the institution’s climate resilience assessment,,,,not_reported,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Does the institution participate in an ongoing campus-community task force or committee that is focused on climate resilience?,Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Narrative and/or website URL providing an overview of the campus-community task force or committee focused on climate resilience,UCC participates as a key stakeholder in the climate adaptation and risk planning of Cork City Council. Reference to UCC's role can be found in both the City Adaptation Plan https://www.corkcity.ie/en/climate-action/local-plans/cork-city-council-climate-change-adaptation-strategy-2019-2024/ and Climate Change Risk Assessments https://consult.corkcity.ie/en/system/files/materials/9791/CCC-CAP-Climate-Change-Risk-Assessment.pdf,,,text_long,https://www.corkcity.ie/en/climate-action/local-plans/cork-city-council-climate-change-adaptation-strategy-2019-2024/ https://consult.corkcity.ie/en/system/files/materials/9791/CCC-CAP-Climate-Change-Risk-Assessment.pdf
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Has the institution incorporated climate resilience strategies and/or goals into one or more of its published plans?,Yes,,,boolean,
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Narrative listing the institution’s climate resilience strategies and goals and the plan(s) in which they are published,See UCC Campus Masterplan https://www.ucc.ie/en/media/aboutucc/presidentx27soffice2024/plansandreports/uccplansandstrategiespdfs/UCCMasterplanJan2022.pdf,,,text,https://www.ucc.ie/en/media/aboutucc/presidentx27soffice2024/plansandreports/uccplansandstrategiespdfs/UCCMasterplanJan2022.pdf
University College Cork,PA-2,PA,Governance,Commitments and Planning,2.3 Climate resilience assessment and planning,,Points earned for indicator PA 2.3,0.67,,0.67,number,
University College Cork,PA-2,PA,Governance,Commitments and Planning,Optional documentation,,Notes about the information provided for this credit,,,,not_reported,
University College Cork,PA-2,PA,Governance,Commitments and Planning,Optional documentation,,Additional documentation for this credit,,,,not_reported,
University College Cork,PA-3,PA,Governance,Institutional Governance,3.1 Student participation in governance,,Does the institution have one or more ongoing bodies through which students can democratically participate in the governance of the institution?,Yes,,,boolean,
University College Cork,PA-3,PA,Governance,Institutional Governance,3.1 Student participation in governance,,Narrative and/or website URL outlining the ongoing bodies through which students can democratically participate in the governance of the institution,"UCC Students’ Union is the chief representative body for students in UCC. UCCSU is a democratic organisation run by 6 full time officers elected by the student body. The SU’s main functions are to provide academic assistance to students, to provide support to students in need, to lobby the University and the government on issues affecting students, and to provide entertainment on campus. There are six officers working full time, the President, the Education Officer, the Welfare Officer, the Communications and Engagement Officer, the Commercial and Fundraising Officer and Entertainments Officer. Each of these officers has responsibility for their own brief and work to provide the best possible service and representation to students. The SU have a representative that sits on autonomous committees (Societies Guild Executive and the Clubs Executive) that oversee the running of nearly all of the extracurricular activities for students in UCC. The Student Council of the Union also acts as the Student Parliament for UCC, and represents students on a number of committees including UCC’s Governing Authority, Academic Council, and externally at national bodies such as the Union of Students’ in Ireland (USI). https://www.uccsu.ie/",,,text_long,https://www.uccsu.ie/
